make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,total_revenue,profit_margin,profit_margin_tier,sale_month_year,sale_quarter
Mitsubishi,Montero,Limited,suv,automatic,ja4nw51sx3j048325,fl,34,126662,white,black,infiniti of tampa,3550,5900,Thu May 28 2015 09:20:00,5900,0.3983050847457627,High,May 2015,2
Nissan,Xterra,XE,suv,automatic,5n1ed28y73c673916,va,2,137254,black,gray,pohanka honda of fredericksburg,3175,3100,Thu May 28 2015 02:50:00,3100,-0.024193548387096774,Low,May 2015,2
Nissan,Xterra,SE,suv,automatic,5n1ed28t03c699049,ca,39,105012,silver,gray,david wilsons ford of orange,3875,2200,Wed May 27 2015 05:30:00,2200,-0.7613636363636364,Low,May 2015,2
Nissan,Altima,2.5 SL,sedan,automatic,1n4al11d93c314919,pa,19,192921,gray,gray,1 cochran of monroeville,1300,1300,Wed May 27 2015 05:00:00,1300,0,Low,May 2015,2
Mazda,Tribute,LX-V6,suv,automatic,4f2yz04143km26259,fl,44,108133,gray,gray,dt inventory,3300,4600,Wed May 27 2015 08:25:00,4600,0.2826086956521739,High,May 2015,2
Unknown,Unknown,Unknown,Unknown,automatic,salme11443a139243,ca,29,134157,black,gray,jaguar land rover carlsbad,5275,5200,Wed May 27 2015 05:30:00,5200,-0.014423076923076924,Low,May 2015,2
Mitsubishi,Eclipse Spyder,GT,convertible,Unknown,4a3ae55h23e171130,pa,19,68562,white,—,credit acceptance corp/vrs/southfield,2150,2800,Tue Jun 02 2015 02:30:00,2800,0.23214285714285715,High,June 2015,2
Unknown,Unknown,Unknown,Unknown,automatic,jn1az34e73t012539,ca,35,118227,silver,black,east bay bmw,5650,7600,Wed Jun 03 2015 05:30:00,7600,0.2565789473684211,High,June 2015,2
Mercury,Grand Marquis,LS Ultimate,sedan,Unknown,2mehm75w93x657042,pa,26,104364,red,beige,credit acceptance corp/vrs/southfield,2150,2500,Tue Jun 02 2015 02:30:00,2500,0.14,Medium,June 2015,2
Mitsubishi,Eclipse,RS,hatchback,automatic,4a3ac34gx3e036710,fl,19,126194,silver,black,courtesy kia of brandon,1825,2000,Thu May 28 2015 09:20:00,2000,0.0875,Low,May 2015,2
Subaru,Outback,Base,wagon,Unknown,4s3bh675x37652769,pa,27,134690,green,beige,hertz remarketing,3550,1800,Fri May 29 2015 02:00:00,1800,-0.9722222222222222,Low,May 2015,2
Toyota,Sequoia,Limited,suv,Unknown,5tdbt48a83s168832,pa,19,140021,green,tan,credit acceptance corp/vrs/southfield,5475,4200,Tue Jun 02 2015 02:30:00,4200,-0.30357142857142855,Low,June 2015,2
Toyota,Highlander,Base,suv,automatic,jtegf21a430074067,nc,19,229955,black,gray,land rover charlotte,4775,3400,Wed May 27 2015 07:00:00,3400,-0.40441176470588236,Low,May 2015,2
Pontiac,Vibe,Base,wagon,Unknown,5y2sl62843z479433,fl,19,145107,red,gray,courtesy nissan of tampa,2250,2500,Thu May 28 2015 09:20:00,2500,0.1,Medium,May 2015,2
Toyota,Tundra,SR5,access cab,automatic,5tbbt44143s355161,mo,21,109878,black,tan,hendrick toyota merriam,8775,9200,Wed May 27 2015 03:30:00,9200,0.04619565217391304,Low,May 2015,2
Toyota,Avalon,XLS,sedan,Unknown,4t1bf28b93u291034,va,39,18703,blue,beige,r addington company,6950,10100,Thu May 28 2015 02:35:00,10100,0.3118811881188119,High,May 2015,2
Subaru,Outback,Limited,wagon,automatic,4s3bh686837606963,pa,19,116067,white,gray,meridian remarketing,3275,1500,Tue Jun 02 2015 02:30:00,1500,-1.1833333333333333,Low,June 2015,2
Toyota,Highlander,Limited,suv,automatic,jtegf21a830086402,ga,19,192282,blue,tan,santander consumer,5000,3100,Tue Jun 02 2015 02:30:00,3100,-0.6129032258064516,Low,June 2015,2
Toyota,4Runner,SR5,suv,automatic,jtezt14rx30003954,ca,32,107598,black,beige,mercedes benz of ontario,7075,6800,Wed May 27 2015 05:15:00,6800,-0.04044117647058824,Low,May 2015,2
Volvo,S60,2.4T,sedan,automatic,yv1rs58d232262868,ca,2,1,blue,beige,lexus of pleasanton,3225,950,Wed Jun 03 2015 05:30:00,950,-2.3947368421052633,Low,June 2015,2
Toyota,4Runner,SR5,suv,automatic,jtebu14r838003080,nj,19,162749,gray,gray,sloane toyota of malvern,5175,5600,Wed Jun 03 2015 02:30:00,5600,0.07589285714285714,Low,June 2015,2
Volkswagen,Golf,GL,hatchback,automatic,9bwbk61j934059290,nc,19,156322,red,black,credit acceptance corp/vrs/southfield,1525,1200,Mon Jun 01 2015 02:30:00,1200,-0.2708333333333333,Low,June 2015,2
Saturn,L-Series,L200,sedan,manual,1g8jt54f63y553680,fl,2,117876,blue,beige,coggin honda of orlando,1325,500,Thu May 28 2015 09:20:00,500,-1.65,Low,May 2015,2
Toyota,Avalon,XLS,sedan,automatic,4t1bf28b43u300805,ca,29,205379,gray,silver,south bay bmw,2625,2950,Wed May 27 2015 05:30:00,2950,0.11016949152542373,Medium,May 2015,2
Toyota,Highlander,Base,suv,automatic,jtegd21ax30061118,ca,36,77510,gold,tan,auto finance solutions dba abc remarketing,6900,8800,Wed Jun 03 2015 05:30:00,8800,0.2159090909090909,High,June 2015,2
Chevrolet,Malibu,LS,sedan,automatic,1g1ne52j22m662788,nj,3,52756,silver,gray,purple heart services inc,1350,1000,Thu May 28 2015 11:05:00,1000,-0.35,Low,May 2015,2
Cadillac,DeVille,Base,sedan,automatic,1g6kd54y12u206033,nc,27,123227,white,gray,crossroads ford of wake forest inc,1425,1900,Mon Jun 01 2015 02:00:00,1900,0.25,High,June 2015,2
Chevrolet,TrailBlazer,LS,suv,automatic,1gndt13s422497192,pa,22,129675,blue,gray,credit acceptance corp/vrs/southfield,2000,1400,Tue Jun 02 2015 02:30:00,1400,-0.42857142857142855,Low,June 2015,2
BMW,3 Series,325xi,sedan,automatic,wbaeu33462pf65261,nj,24,91087,blue,tan,elite acura,4025,3200,Wed May 27 2015 02:30:00,3200,-0.2578125,Low,May 2015,2
Buick,Regal,LS,sedan,automatic,2g4wb52k821172666,nc,2,72475,silver,gray,hendrick chrysler dodge jeep ram of concord,2850,2300,Wed Jun 03 2015 07:00:00,2300,-0.2391304347826087,Low,June 2015,2
Acura,TL,3.2,sedan,automatic,19uua56622a005741,ca,27,216220,gray,black,south coast acura,1300,1300,Wed May 27 2015 05:30:00,1300,0,Low,May 2015,2
Acura,TL,3.2,sedan,automatic,19uua56712a059704,wa,21,111298,silver,gray,lexus of tacoma at fife,3325,5000,Wed May 27 2015 06:20:00,5000,0.335,High,May 2015,2
Acura,RSX,Type-S,hatchback,manual,jh4dc53042c032225,ca,2,88242,blue,black,san diego sports cars,4650,7800,Wed May 27 2015 05:15:00,7800,0.40384615384615385,High,May 2015,2
Audi,A4,3.0 quattro,sedan,automatic,wault68e82a170253,ca,25,117934,blue,beige,acura of pleasanton,2700,2700,Wed Jun 03 2015 05:30:00,2700,0,Low,June 2015,2
Chevrolet,TrailBlazer,LTZ,suv,automatic,1gnds13s822294082,ga,29,136660,white,gray,us auto sales inc,2550,3700,Thu May 28 2015 03:00:00,3700,0.3108108108108108,High,May 2015,2
BMW,M3,Base,convertible,manual,wbsbr93462ex22220,mo,25,101871,silver,gray,manheim st louis,8950,9300,Wed Jun 03 2015 03:30:00,9300,0.03763440860215054,Low,June 2015,2
BMW,3 Series,325i,sedan,Unknown,wbaet37462nj22176,tx,37,89922,gray,—,bmw of west houston,3300,4500,Thu May 28 2015 03:30:00,4500,0.26666666666666666,High,May 2015,2
Chevrolet,S-10,LS,crew cab,automatic,1gcdt13w22k101546,ca,19,148315,black,black,onemain rem/master car center,4625,3500,Wed May 27 2015 05:05:00,3500,-0.32142857142857145,Low,May 2015,2
Chevrolet,Silverado 1500,Base,Extended Cab,automatic,1gcek19v92z290144,pa,24,123514,black,black,credit acceptance corp/vrs/southfield,4475,6500,Tue Jun 02 2015 02:30:00,6500,0.31153846153846154,High,June 2015,2
Chevrolet,Blazer,LS,suv,automatic,1gncs13w42k226795,pa,19,127816,black,gray,credit acceptance corp/vrs/southfield,1350,500,Tue Jun 02 2015 02:30:00,500,-1.7,Low,June 2015,2
Chevrolet,S-10,LS,crew cab,automatic,1gcdt13w12k216753,nc,28,140858,red,—,crossroads nissan of wake forest,4750,5300,Mon Jun 01 2015 02:00:00,5300,0.10377358490566038,Medium,June 2015,2
Chevrolet,Cruze,LS,sedan,automatic,1g1pa5sh4e7295543,tx,34,31104,red,black,gm financial,10300,9900,Thu May 28 2015 03:30:00,9900,-0.04040404040404041,Low,May 2015,2
Chevrolet,Equinox,LT,suv,automatic,2gnflfek6e6171453,pa,44,74514,blue,black,ari,15900,15000,Tue Jun 16 2015 02:30:00,15000,-0.06,Low,June 2015,2
Chevrolet,Express Cargo,1500,van,automatic,1gcsgafx0e1128965,ca,2,150735,white,gray,lease plan usa/tra,16450,5200,Thu May 28 2015 05:00:00,5200,-2.1634615384615383,Low,May 2015,2
Chevrolet,Express,LS 3500,van,automatic,1gazg1fg0e1182421,tx,34,18958,white,gray,capps rent a car,25000,25300,Wed Jun 03 2015 03:05:00,25300,0.011857707509881422,Low,June 2015,2
Chevrolet,Express Cargo,2500,van,automatic,1gcwggfaxe1172620,sc,4,56203,white,gray,enterprise vehicle exchange / tra / rental / tulsa,20300,17100,Thu May 28 2015 01:30:00,17100,-0.1871345029239766,Low,May 2015,2
Chevrolet,Cruze,LT Fleet,Sedan,Unknown,1g1pk5sb5e7295253,oh,49,14712,silver,black,mike albert limited,13300,13600,Thu May 28 2015 03:30:00,13600,0.022058823529411766,Low,May 2015,2
Chevrolet,Equinox,LT,suv,automatic,2gnflfek7e6366557,mn,5,12133,gray,black,select lane,20900,22400,Wed May 27 2015 03:30:00,22400,0.06696428571428571,Low,May 2015,2
Chevrolet,Express,LS 3500,van,automatic,1gazg1fg5e1162908,tx,31,18368,white,gray,capps rent a car,24900,21500,Wed May 27 2015 03:05:00,21500,-0.15813953488372093,Low,May 2015,2
Chevrolet,Express,LS 3500,van,automatic,1gazg1fg6e1183332,tx,38,18732,white,gray,capps rent a car,25000,23200,Wed Jun 03 2015 03:05:00,23200,-0.07758620689655173,Low,June 2015,2
Chevrolet,Express,LS 2500,van,automatic,1gawgrfa1e1189326,tx,45,11931,white,gray,capps rent a car,22500,22700,Wed Jun 03 2015 03:05:00,22700,0.00881057268722467,Low,June 2015,2
Chevrolet,Equinox,LT,suv,automatic,2gnalcek8e6101896,nv,41,36095,red,gray,avis corporation,17400,17300,Fri Jun 12 2015 05:00:00,17300,-0.005780346820809248,Low,June 2015,2
Chevrolet,Cruze,LTZ,sedan,automatic,1g1pg5sbxe7415064,tx,39,14431,blue,black,pro financial inc,15150,15500,Wed May 27 2015 03:20:00,15500,0.02258064516129032,Low,May 2015,2
Ford,F-150,XLT,supercab,automatic,1ftrx17wx2nb33986,nc,27,184391,gray,gray,crossroads ford of indian trail,2475,3300,Mon Jun 01 2015 02:00:00,3300,0.25,High,June 2015,2
Ford,Focus,SE,sedan,Unknown,1fafp34px2w117878,nj,1,110601,blue,gray,purple heart services inc,1375,325,Thu May 28 2015 11:05:00,325,-3.230769230769231,Low,May 2015,2
Dodge,Dakota,SLT,club cab,automatic,1b7gg42n42s721293,wa,19,99125,blue,gray,haselwood chevrolet cadillac buick pontiac gmc,2925,4600,Wed May 27 2015 06:10:00,4600,0.3641304347826087,High,May 2015,2
Chrysler,Town and Country,Limited,minivan,automatic,2c8gp64l92r581569,nv,1,153410,blue,blue,cag acceptance,1700,400,Thu May 28 2015 04:00:00,400,-3.25,Low,May 2015,2
Ford,F-150,XLT,supercab,automatic,1ftrx18w52nb55652,pa,39,86793,black,gray,mv motorsports,3100,8200,Fri May 29 2015 02:00:00,8200,0.6219512195121951,High,May 2015,2
Chrysler,Voyager,Base,minivan,automatic,1c4gj25bx2b544045,tx,19,157625,blue,beige,cm investments,550,1000,Wed Jun 03 2015 03:00:00,1000,0.45,High,June 2015,2
Dodge,Dakota,SLT,club cab,Unknown,1b7gg42xx2s583616,mn,35,165686,gray,gray,dml remarketing,1400,1800,Wed May 27 2015 03:30:00,1800,0.2222222222222222,High,May 2015,2
Ford,Ranger,XLT,supercab,automatic,1ftzr45e52ta59443,ga,24,103399,blue,gray,honor finance,4875,4100,Thu May 28 2015 03:00:00,4100,-0.18902439024390244,Low,May 2015,2
Ford,F-150,XLT,supercab,automatic,1ftrx18l82nb40861,nc,19,174566,silver,gray,crossroads ford of wake forest inc,4150,5400,Mon Jun 01 2015 02:00:00,5400,0.23148148148148148,High,June 2015,2
Hyundai,Santa Fe,GLS,suv,automatic,km8sc13d32u275437,fl,19,172749,black,gray,courtesy hyundai,1075,300,Thu May 28 2015 09:20:00,300,-2.5833333333333335,Low,May 2015,2
Lexus,RX 300,Base,suv,Unknown,jtjgf10u920123074,fl,19,111184,silver,black,courtesy toyota of brandon,5500,4100,Thu May 28 2015 09:20:00,4100,-0.34146341463414637,Low,May 2015,2
Honda,Accord,SE,sedan,automatic,1hgcg66872a162862,ca,25,140158,silver,gray,orange coast chrysler jeep dodge,2200,2500,Wed May 27 2015 05:30:00,2500,0.12,Medium,May 2015,2
Honda,Accord,EX V-6,sedan,automatic,1hgcg16572a045887,fl,25,199376,silver,gray,coggin honda of orlando,1600,1300,Thu May 28 2015 09:20:00,1300,-0.23076923076923078,Low,May 2015,2
Kia,Sedona,EX,minivan,automatic,kndup131x26309563,nc,28,120898,green,gray,credit acceptance corp/vrs/southfield,725,400,Mon Jun 01 2015 02:30:00,400,-0.8125,Low,June 2015,2
Isuzu,Trooper,Limited,suv,automatic,jacdj58x727j07049,az,19,111598,beige,gray,pacific funding,1250,2400,Thu May 28 2015 05:00:00,2400,0.4791666666666667,High,May 2015,2
Jeep,Liberty,Sport,suv,automatic,1j4gl48k02w276255,nc,23,111191,red,black,crossroads ford of kernersville inc,2550,4900,Mon Jun 01 2015 02:00:00,4900,0.47959183673469385,High,June 2015,2
Lexus,IS 300,SportCross,wagon,automatic,jthed192820040428,wa,29,93051,blue,beige,lexus of tacoma at fife,4650,8500,Wed May 27 2015 06:20:00,8500,0.45294117647058824,High,May 2015,2
Lexus,IS 300,Base,sedan,automatic,jthbd192220056479,wa,27,237438,gray,black,lexus of tacoma at fife,2000,3500,Wed May 27 2015 06:20:00,3500,0.42857142857142855,High,May 2015,2
Jeep,Grand Cherokee,Laredo,suv,Unknown,1j4gw48sx2c292942,pa,2,121148,silver,black,superior credit union,2125,2100,Tue Jun 02 2015 02:30:00,2100,-0.011904761904761904,Low,June 2015,2
Honda,Accord,SE,sedan,automatic,1hgcg66892a052086,nj,3,177037,green,tan,purple heart services inc,1825,1500,Thu May 28 2015 11:05:00,1500,-0.21666666666666667,Low,May 2015,2
Jeep,Liberty,Limited,suv,Unknown,1j4gk58k72w181264,fl,22,123757,silver,gray,consolidated asset recovery systems  inc.,2250,1700,Wed May 27 2015 04:00:00,1700,-0.3235294117647059,Low,May 2015,2
Lexus,ES 300,Base,sedan,automatic,jthbf30g420043232,ca,3,137727,silver,gray,wells fargo dealer services,3925,4000,Thu May 28 2015 05:00:00,4000,0.01875,Low,May 2015,2
Lexus,LS 430,Base,sedan,automatic,jthbn30f620069986,nc,24,142557,white,tan,honda of concord,6700,6900,Wed May 27 2015 07:00:00,6900,0.028985507246376812,Low,May 2015,2
Kia,Sportage,Base,suv,manual,kndja723925158005,va,1,155970,red,gray,purple heart services inc,450,500,Wed Jun 03 2015 02:05:00,500,0.1,Medium,June 2015,2
Honda,Accord,LX V-6,Coupe,automatic,1hgcg22402a011325,ca,27,174485,red,gray,ideal transportation,1325,2300,Wed May 27 2015 05:30:00,2300,0.42391304347826086,High,May 2015,2
Hyundai,Santa Fe,LX,suv,automatic,km8sc73d42u213452,fl,19,161227,black,gray,courtesy nissan of tampa,1375,1100,Thu May 28 2015 09:20:00,1100,-0.25,Low,May 2015,2
Saturn,L-Series,LW200,wagon,automatic,1g8ju84f32y519659,fl,19,140132,red,gray,enterprise vehicle exchange / rental / tulsa,1250,400,Fri May 29 2015 02:25:00,400,-2.125,Low,May 2015,2
Lexus,RX 300,Base,suv,automatic,jtjgf10u020128082,ca,3,164401,blue,beige,mercedes benz of walnut creek,4875,2900,Wed May 27 2015 08:10:00,2900,-0.6810344827586207,Low,May 2015,2
Nissan,Altima,3.5 SE,sedan,automatic,1n4bl11d02c101439,ga,19,154071,black,black,lh mellon financial inc dba/title loans,1925,1300,Thu May 28 2015 03:00:00,1300,-0.4807692307692308,Low,May 2015,2
Mazda,Protege,ES,sedan,automatic,jm1bj225320512428,tx,19,138133,gold,beige,autonation mitsubishi,1000,800,Thu May 28 2015 03:30:00,800,-0.25,Low,May 2015,2
MINI,Cooper,S,hatchback,manual,wmwre33422td57240,nc,29,94214,red,black,hendrick mini,3625,3900,Wed May 27 2015 07:00:00,3900,0.07051282051282051,Low,May 2015,2
Mazda,626,LX,sedan,automatic,1yvgf22c625261567,fl,2,135387,beige,tan,courtesy hyundai,1200,1400,Thu May 28 2015 09:20:00,1400,0.14285714285714285,Medium,May 2015,2
Nissan,Sentra,GXE,sedan,automatic,3n1cb51d62l692778,ca,19,58143,gold,beige,mercedes benz of walnut creek,2100,2300,Wed May 27 2015 05:30:00,2300,0.08695652173913043,Low,May 2015,2
Nissan,Xterra,SE,suv,Unknown,5n1ed28t52c596353,ca,27,74366,silver,gray,high bid trading co inc,3025,3600,Wed May 27 2015 05:15:00,3600,0.1597222222222222,Medium,May 2015,2
Lexus,SC 430,Base,convertible,automatic,jthfn48y420029144,ca,34,75623,white,beige,aaero sweet corporation,13850,12500,Wed May 27 2015 05:00:00,12500,-0.108,Low,May 2015,2
Mercedes-Benz,M-Class,ML320,suv,automatic,4jgab54e92a321576,wa,28,141116,beige,beige,lexus of bellevue,2625,2750,Wed May 27 2015 06:20:00,2750,0.045454545454545456,Low,May 2015,2
MINI,Cooper,S,hatchback,manual,wmwre33462td55734,nc,25,143232,blue,gray,crossroads nissan of hickory inc,2625,2100,Mon Jun 01 2015 02:00:00,2100,-0.25,Low,June 2015,2
Subaru,Outback,L.L. Bean Edition,wagon,automatic,4s3bh806627607051,ca,19,157547,white,beige,mckenna volkswagen,2500,3300,Wed May 27 2015 05:30:00,3300,0.24242424242424243,High,May 2015,2
MINI,Cooper,S,hatchback,manual,wmwre33402td52344,ca,19,92328,blue,black,family auto sales,3775,2400,Thu May 28 2015 05:00:00,2400,-0.5729166666666666,Low,May 2015,2
Toyota,Camry,LE,sedan,automatic,4t1be32k52u055609,fl,25,128615,gold,gray,coggin nissan,2975,2700,Thu May 28 2015 06:00:00,2700,-0.10185185185185185,Low,May 2015,2
Nissan,Maxima,GLE,sedan,automatic,jn1da31d52t416387,sc,19,138469,white,tan,meridian remarketing,2125,800,Thu May 28 2015 02:30:00,800,-1.65625,Low,May 2015,2
Subaru,Forester,L,wagon,automatic,jf1sf63562h704053,pa,37,99484,silver,gray,credit acceptance corp/vrs/southfield,2325,2700,Tue Jun 02 2015 02:30:00,2700,0.1388888888888889,Medium,June 2015,2
Pontiac,Grand Am,GT,sedan,automatic,1g2nw52e92m530431,az,19,127950,silver,gray,camelback finance co,1325,950,Thu May 28 2015 05:00:00,950,-0.39473684210526316,Low,May 2015,2
Buick,LeSabre,Custom,sedan,automatic,1g4hp54k514189922,pa,2,83708,green,gray,honda north,1875,900,Wed May 27 2015 05:00:00,900,-1.0833333333333333,Low,May 2015,2
Chevrolet,Corvette,Z06,coupe,manual,1g1yy12s815117595,ca,46,87075,black,black,skyhigh remarketing inc,15150,14400,Wed May 27 2015 05:00:00,14400,-0.052083333333333336,Low,May 2015,2
Toyota,Celica,GT,hatchback,automatic,jtddr32tx20133206,wa,2,155783,blue,gray,bellevue nissan,2175,2200,Wed May 27 2015 05:30:00,2200,0.011363636363636364,Low,May 2015,2
Toyota,Camry,SE V6,sedan,automatic,4t1bf32kx2u520267,fl,1,161021,blue,gray,autonation toyota fort myers,2450,2300,Wed May 27 2015 01:30:00,2300,-0.06521739130434782,Low,May 2015,2
Toyota,Highlander,Base,suv,Unknown,jtegf21a120043695,ca,24,99009,gold,beige,national fleet wholesale inc,5850,6900,Wed May 27 2015 05:30:00,6900,0.15217391304347827,Medium,May 2015,2
BMW,3 Series,325i,sedan,automatic,wbaav33421fu79748,tx,22,186764,white,beige,autonation acura gulf freeway,1575,1600,Thu May 28 2015 03:30:00,1600,0.015625,Low,May 2015,2
Volvo,S80,2.9,sedan,automatic,yv1ts92d121249281,fl,35,21841,gold,beige,autobuy,2125,6700,Thu May 28 2015 02:10:00,6700,0.6828358208955224,High,May 2015,2
Cadillac,DeVille,DHS,sedan,automatic,1g6ke57y11u136377,sc,2,1,beige,beige,regional finance corp/conway,2775,225,Thu May 28 2015 01:30:00,225,-11.333333333333334,Low,May 2015,2
Cadillac,Seville,SLS,sedan,automatic,1g6ks54y41u123877,fl,19,82181,black,gray,barnett finance company,1675,600,Thu May 28 2015 08:01:00,600,-1.7916666666666667,Low,May 2015,2
Volkswagen,Passat,GLS 1.8T,sedan,automatic,wvwpd63b72p134081,ca,28,139265,white,—,honda of el cerrito,1525,700,Wed Jun 03 2015 05:30:00,700,-1.1785714285714286,Low,June 2015,2
Chevrolet,Impala,Base,sedan,automatic,2g1wf52e519169722,sc,2,193791,green,gray,titlemax/georgetown 1,650,300,Thu May 28 2015 01:30:00,300,-1.1666666666666667,Low,May 2015,2
Acura,MDX,Base,suv,automatic,2hnyd18251h510192,fl,19,196795,purple,beige,courtesy toyota of brandon,2250,1400,Thu May 28 2015 09:20:00,1400,-0.6071428571428571,Low,May 2015,2
Audi,A4,2.8 quattro,sedan,automatic,waudh68d11a000196,ca,2,149103,black,black,honda of el cerrito,1425,900,Wed Jun 03 2015 05:30:00,900,-0.5833333333333334,Low,June 2015,2
BMW,3 Series,330Ci,convertible,manual,wbabs534x1ev86402,ca,21,141693,silver,black,auto finance solutions dba abc remarketing,3450,2800,Wed May 27 2015 05:30:00,2800,-0.23214285714285715,Low,May 2015,2
Chevrolet,Blazer,LT,suv,automatic,1gncs13w612206143,fl,27,182766,gray,gray,coggin honda of orlando,750,1000,Thu May 28 2015 09:20:00,1000,0.25,High,May 2015,2
Buick,LeSabre,Custom,sedan,automatic,1g4hp54k214282266,va,19,122658,blue,gray,pohanka chevrolet inc,1475,1800,Thu May 28 2015 02:50:00,1800,0.18055555555555555,Medium,May 2015,2
BMW,5 Series,525i,sedan,automatic,wbadt43471gx23428,nc,2,260721,black,gray,crossroads ford of indian trail,250,1400,Mon Jun 01 2015 01:31:00,1400,0.8214285714285714,High,June 2015,2
Toyota,Corolla,CE,sedan,automatic,2t1br12e92c546334,nj,28,96223,red,tan,j & s auto haus,1675,2200,Wed May 27 2015 02:00:00,2200,0.23863636363636365,High,May 2015,2
Chevrolet,Blazer,LT,suv,automatic,1gndt13w512219791,pa,19,139527,red,gray,credit acceptance corp/vrs/southfield,1200,400,Tue Jun 02 2015 02:30:00,400,-2,Low,June 2015,2
Chevrolet,S-10,LS,extended cab,automatic,1gccs19w418144948,nc,24,137967,red,beige,hendrick honda hickory,3075,4300,Wed May 27 2015 07:00:00,4300,0.28488372093023256,High,May 2015,2
Ford,Taurus,SE,sedan,automatic,1fafp53201a266796,nc,19,134445,white,gray,crossroads ford of wake forest inc,1275,1800,Mon Jun 01 2015 02:00:00,1800,0.2916666666666667,High,June 2015,2
Ford,Explorer Sport Trac,Base,crew cab,automatic,1fmzu67e81ua27372,ca,32,173544,gold,tan,aaero sweet corporation,2625,3350,Wed May 27 2015 04:30:00,3350,0.21641791044776118,High,May 2015,2
Chevrolet,Tahoe,Base,suv,automatic,1gnek13t31j145953,nc,19,176541,gold,gray,credit acceptance corp/vrs/southfield,3150,2900,Mon Jun 01 2015 02:30:00,2900,-0.08620689655172414,Low,June 2015,2
GMC,Yukon,SLE,suv,automatic,1gkec13t91j196903,fl,3,83352,gray,gray,starling chevrolet,3650,4000,Tue May 26 2015 10:30:00,4000,0.0875,Low,May 2015,2
Ford,Taurus,LX,Sedan,automatic,1fahp52u71a160034,pa,19,95305,green,tan,credit acceptance corp/vrs/southfield,1325,350,Tue Jun 02 2015 02:30:00,350,-2.7857142857142856,Low,June 2015,2
Ford,Crown Victoria,LX,sedan,automatic,2fafp74w81x185971,tx,27,116256,brown,beige,san antonio dodge chrysler jeep,1500,600,Wed May 27 2015 03:00:00,600,-1.5,Low,May 2015,2
Ford,Explorer Sport,Base,suv,automatic,1fmyu60e41uc81585,ca,27,163043,silver,gray,mckenna volkswagen,850,1200,Wed May 27 2015 05:30:00,1200,0.2916666666666667,High,May 2015,2
GMC,Sierra 1500,SLE,extended cab,automatic,2gtec19v111356058,fl,19,251302,gray,gray,courtesy chrysler jeep dodge,3175,1700,Thu May 28 2015 09:20:00,1700,-0.8676470588235294,Low,May 2015,2
Ford,Mustang,Premium,convertible,Unknown,1fafp44451f226520,pa,24,57427,black,tan,credit acceptance corp/vrs/southfield,4575,1200,Tue Jun 02 2015 02:30:00,1200,-2.8125,Low,June 2015,2
Ford,Taurus,SES,sedan,automatic,1fafp55u61a184697,fl,29,211499,gray,—,courtesy toyota of brandon,425,600,Thu May 28 2015 09:20:00,600,0.2916666666666667,High,May 2015,2
Chrysler,Town and Country,LXi,Minivan,automatic,2c4gp543x1r233693,ca,29,171067,gray,gray,david wilsons ford of orange,1200,1200,Wed May 27 2015 05:30:00,1200,0,Low,May 2015,2
Mitsubishi,Galant,ES V6,sedan,automatic,4a3aa46h51e069435,sc,1,231402,green,gray,titlemax/manning sc1,200,175,Thu May 28 2015 01:30:00,175,-0.14285714285714285,Low,May 2015,2
Mazda,Millenia,Premium,sedan,automatic,jm1ta221611702640,tx,35,168073,white,tan,autonation ford katy,775,1500,Thu May 28 2015 03:30:00,1500,0.48333333333333334,High,May 2015,2
Mazda,Tribute,LX-V6,suv,Unknown,4f2yu08191km31513,pa,29,185280,beige,tan,dt inventory,1275,950,Tue Jun 02 2015 02:30:00,950,-0.34210526315789475,Low,June 2015,2
Jeep,Cherokee,Sport,suv,automatic,1j4ft48s91l538642,fl,19,193969,silver,gray,courtesy kia of brandon,1675,1800,Thu May 28 2015 09:20:00,1800,0.06944444444444445,Low,May 2015,2
Mercedes-Benz,SLK-Class,SLK230,convertible,manual,wdbkk49f61f215381,va,1,80116,red,black,purple heart services inc,5100,5100,Wed Jun 03 2015 02:30:00,5100,0,Low,June 2015,2
Honda,Accord,Value Package,sedan,automatic,1hgcf86611a047766,fl,2,181385,green,beige,autonation toyota fort myers,1350,1200,Wed May 27 2015 01:30:00,1200,-0.125,Low,May 2015,2
Hyundai,Elantra,GLS,sedan,automatic,kmhdn45d31u094841,fl,28,56699,gold,tan,enterprise vehicle exchange / rental / tulsa,1125,1800,Fri May 29 2015 02:25:00,1800,0.375,High,May 2015,2
Honda,Prelude,Base,coupe,automatic,jhmbb62401c011701,tx,27,129535,red,black,texas direct auto,2975,4100,Thu May 28 2015 03:30:00,4100,0.27439024390243905,High,May 2015,2
Mercedes-Benz,M-Class,ML430,suv,automatic,4jgab72e71a225152,ca,21,230540,silver,black,honda of el cerrito,1100,1000,Wed Jun 03 2015 05:30:00,1000,-0.1,Low,June 2015,2
Honda,Accord,Value Package,sedan,automatic,1hgcf866x1a087926,nj,2,219824,green,beige,purple heart services inc,1025,650,Thu May 28 2015 11:05:00,650,-0.5769230769230769,Low,May 2015,2
Isuzu,Trooper,Limited,suv,automatic,jacds58x317j13636,nc,2,124523,green,beige,credit acceptance corp/vrs/southfield,1325,1000,Mon Jun 01 2015 02:30:00,1000,-0.325,Low,June 2015,2
