make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,total_revenue,profit_margin,profit_margin_tier,sale_month_year,sale_quarter
Mazda,626,ES,sedan,automatic,1yvgf22c115213408,va,19,198522,black,gray,mazda and volkswagon of fredericksburg,625,225,Thu May 28 2015 02:35:00,225,-1.7777777777777777,Low,May 2015,2
Mercury,Sable,LS Premium,sedan,automatic,1mehm55s41g614488,nj,34,91427,brown,beige,boardwalk honda,1075,700,Wed May 27 2015 02:30:00,700,-0.5357142857142857,Low,May 2015,2
Infiniti,QX4,Base,suv,automatic,jnrdr07x01w103962,fl,27,165181,white,gray,coggin nissan,2125,1650,Thu May 28 2015 06:00:00,1650,-0.2878787878787879,Low,May 2015,2
Mitsubishi,Eclipse Spyder,GS,convertible,manual,4a3ae45g11e105103,ca,38,143849,silver,black,acura of pleasanton,1250,2200,Wed Jun 03 2015 05:30:00,2200,0.4318181818181818,High,June 2015,2
Mercury,Grand Marquis,GS,sedan,automatic,2mefm74w41x620051,wi,19,138267,burgundy,tan,napletons hyundai,1075,400,Wed May 27 2015 03:00:00,400,-1.6875,Low,May 2015,2
Lexus,ES 300,Base,sedan,Unknown,jt8bf28gx10305459,nc,2,238428,white,beige,crossroads ford of kernersville inc,1175,900,Mon Jun 01 2015 02:00:00,900,-0.3055555555555556,Low,June 2015,2
Hyundai,Accent,GL,sedan,Unknown,kmhcg45c01u197650,il,19,129228,silver,black,dt inventory,575,350,Thu May 28 2015 03:00:00,350,-0.6428571428571429,Low,May 2015,2
Mercedes-Benz,S-Class,S500,sedan,automatic,wdbng75jx1a215357,ca,27,120257,silver,gray,phillips auto brokerage,3325,3400,Wed May 27 2015 05:30:00,3400,0.022058823529411766,Low,May 2015,2
Honda,Civic,LX,sedan,automatic,2hges16531h597216,va,28,186590,silver,gray,pohanka honda of fredericksburg,1500,1500,Thu May 28 2015 02:50:00,1500,0,Low,May 2015,2
Volkswagen,Jetta,GLS,sedan,automatic,3vwsk69m41m182647,fl,24,125593,silver,black,rts auto sales inc,975,1000,Tue May 26 2015 10:30:00,1000,0.025,Low,May 2015,2
Toyota,Camry Solara,SE,coupe,automatic,2t1cf22p31c509461,nv,29,35123,silver,black,unique autos,3225,4700,Fri Jun 05 2015 04:55:00,4700,0.31382978723404253,High,June 2015,2
Acura,TL,3.2,sedan,automatic,19uua5666ya062159,fl,21,170310,silver,gray,courtesy toyota of brandon,1425,1600,Thu May 28 2015 09:20:00,1600,0.109375,Medium,May 2015,2
Volvo,V70,2.4T,wagon,automatic,yv1sw58d112043502,wi,2,174515,beige,gray,boucher ventures inc,1150,250,Wed May 27 2015 05:30:00,250,-3.6,Low,May 2015,2
Nissan,Maxima,GLE,sedan,manual,jn1ca31d71t810922,nj,1,97006,black,black,purple heart services inc,1775,700,Thu May 28 2015 11:05:00,700,-1.5357142857142858,Low,May 2015,2
Volkswagen,Golf,GLS 1.8T,hatchback,manual,9bwgd21j114021221,va,25,74265,black,beige,browns fairfax mazda,1825,2900,Thu May 28 2015 02:05:00,2900,0.3706896551724138,High,May 2015,2
Porsche,Boxster,S,convertible,manual,wp0cb29881u662981,ca,38,88645,silver,black,chaser inc,8425,8000,Wed Jul 01 2015 09:30:00,8000,-0.053125,Low,July 2015,3
Nissan,Pathfinder,LE,suv,automatic,jn8dr09y91w588211,wi,1,138977,white,gray,husher car company,2200,1300,Wed May 27 2015 05:30:00,1300,-0.6923076923076923,Low,May 2015,2
Volkswagen,Cabrio,GLX,convertible,automatic,3vwdc21v41m807146,nj,2,143175,black,black,purple heart services inc,1025,800,Thu May 28 2015 11:05:00,800,-0.28125,Low,May 2015,2
Audi,TT,Base,coupe,manual,trutc28n8y1009640,wa,26,109699,silver,black,haselwood chevrolet cadillac buick pontiac gmc,3325,3800,Wed May 27 2015 06:10:00,3800,0.125,Medium,May 2015,2
Nissan,Sentra,GXE,sedan,automatic,3n1cb51d31l464493,fl,19,123964,gray,gray,cannon cadillac of lakeland,1225,700,Wed May 27 2015 02:35:00,700,-0.75,Low,May 2015,2
Volkswagen,New Beetle,GLS,hatchback,manual,3vwck21c81m431404,ca,31,101441,silver,gray,mckenna volkswagen,1450,1800,Wed May 27 2015 05:30:00,1800,0.19444444444444445,Medium,May 2015,2
